giorno,mese,turno,pasto,nome_ricetta,kcal,ingredienti_principali,uova_albume,latticini_conteggiati,proteine_g,fibre_g,modificato_vs_phase_c
160,Febbraio,D5,Spuntino,Latte e gallette di riso,161.7,latte parzialmente scremato · gallette di riso,NO,NO,8.0,0.7,NO
160,Febbraio,D5,Pranzo,Curry bianco molto delicato di pollo e zucca,433.1,zucca · petto di pollo · riso basmati secco,NO,NO,33.0,1.7,NO
160,Febbraio,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,4.2,0.0,NO
160,Febbraio,D5,Cena,"Brunch completo con pane integrale, salmone e radicchio",733.8,salmone · pane integrale · radicchio,NO,NO,44.3,10.2,NO
161,Febbraio,D1,Colazione,"Latte, avena e banana",317.1,latte parzialmente scremato · banana · fiocchi d'avena,NO,NO,13.6,6.3,NO
161,Febbraio,D1,Spuntino,Piadina mini con ricotta,166.6,piadina classica · ricotta vaccina,NO,SI,5.9,0.9,NO
161,Febbraio,D1,Pranzo,Polenta con merluzzo e cavolo nero,467.8,cavolo nero · merluzzo · farina di mais per polenta,NO,NO,33.2,7.7,NO
161,Febbraio,D1,Spuntino,Kefir e fette classiche,161.8,kefir naturale · fette biscottate classiche,NO,NO,7.4,0.5,NO
161,Febbraio,D1,Cena,Manzo magro con polenta e carote,477.7,carote · manzo magro · farina di mais per polenta,NO,NO,31.6,6.6,NO
162,Febbraio,D2,Colazione,"Pane integrale, burro di arachidi e banana",323.4,banana · pane integrale · burro di arachidi 100%,NO,NO,10.4,7.0,NO
162,Febbraio,D2,Pranzo,Pane integrale con pollo e zucca arrosto,432.2,zucca · petto di pollo · pane integrale,NO,NO,32.8,6.7,NO
162,Febbraio,D2,Pasto preturno,Pasta e lenticchie con passata e spinaci,436.3,passata di pomodoro · spinaci · lenticchie cotte e sgocciolate,NO,NO,19.3,11.7,NO
162,Febbraio,D2,Spuntino notturno,Mini panino con tacchino e spinaci,177.3,spinaci · pane bianco comune · fesa di tacchino a fette,NO,NO,13.9,2.8,NO
162,Febbraio,D2,Spuntino notturno,Crackers classici con hummus delicato,210.2,pera · hummus semplice senza spezie piccanti · crackers classici,NO,NO,4.5,6.2,NO
162,Febbraio,D2,Mini-pasto pre-sonno,Frutta e nocciole,123.4,kiwi · nocciole,NO,NO,2.5,4.4,NO
163,Febbraio,D3,Brunch,Brunch: Kofte di tacchino delicati con riso e radicchio,522.6,radicchio · petto di tacchino · mela,NO,NO,40.6,6.6,NO
163,Febbraio,D3,Spuntino,Arancia e semi di zucca,126.4,arancia · semi di zucca,NO,NO,4.3,4.2,SI
163,Febbraio,D3,Cena,Filetto di maiale con polenta e carote,753.6,carote · filetto di maiale · pane bianco comune,SI,NO,50.0,9.0,NO
164,Febbraio,D4,Colazione,Yogurt con avena e pera,311.6,yogurt bianco naturale · pera · fiocchi d'avena,NO,NO,13.2,7.4,NO
164,Febbraio,D4,Spuntino,Pane integrale con hummus e spinaci,222.2,spinaci · hummus semplice senza spezie piccanti · pane integrale,NO,NO,10.7,8.0,NO
164,Febbraio,D4,Pranzo,Riso basmati con ceci e carote,490.1,carote · ceci cotti e sgocciolati · riso basmati secco,NO,NO,13.8,11.5,NO
164,Febbraio,D4,Spuntino,Kefir e frutta,155.7,kefir naturale · kiwi,NO,NO,6.6,3.6,NO
164,Febbraio,D4,Cena,Couscous con gamberi e broccoli,445.9,broccoli · gamberi · couscous di semola secco,NO,NO,36.0,5.8,NO
165,Febbraio,D5,Colazione,"Pane di segale, tonno e patata dolce",395.6,patata dolce · tonno al naturale sgocciolato · pane di segale,NO,NO,27.8,7.1,SI
165,Febbraio,D5,Spuntino,Piccola porzione di lupini e frutta,120.6,arancia · lupini scolati,NO,NO,9.0,4.5,NO
165,Febbraio,D5,Pranzo,Patate con salmone e finocchi,466.9,patate · finocchi · salmone,NO,NO,24.5,10.0,NO
165,Febbraio,D5,Spuntino,Mini panino bianco con bresaola,138.1,pane bianco comune · bresaola,NO,NO,12.6,0.9,NO
165,Febbraio,D5,Cena,Pasta al ragù leggero di manzo,501.1,passata di pomodoro · manzo magro · carote,NO,NO,31.1,6.1,NO
166,Febbraio,D1,Colazione,"Uova strapazzate, pane bianco e frutta",348.5,pompelmo · uovo · spinaci ben cotti,SI,NO,20.2,5.2,NO
166,Febbraio,D1,Spuntino,Frutta e mandorle,120.4,pera · mandorle,NO,NO,2.2,5.0,NO
166,Febbraio,D1,Pranzo,Pasta e ceci con finocchi,451.5,finocchi · ceci cotti e sgocciolati · pasta secca,NO,NO,16.2,11.4,NO
166,Febbraio,D1,Spuntino,Banana e latte,171.8,latte parzialmente scremato · banana,NO,NO,7.0,2.6,NO
166,Febbraio,D1,Cena,Couscous marocchino delicato con tacchino e finocchi,452.7,finocchi · petto di tacchino · cavolfiore,NO,NO,37.3,8.4,NO
167,Febbraio,D2,Colazione,"Yogurt, kiwi e noci",258.8,yogurt bianco naturale · kiwi · noci,NO,NO,9.9,4.4,NO
167,Febbraio,D2,Pranzo,Sogliola con riso e lattuga,407.4,sogliola · lattuga · riso basmati secco,NO,NO,38.9,3.1,NO
167,Febbraio,D2,Pasto preturno,Farro con tonno e radicchio,404.8,radicchio · tonno al naturale sgocciolato · farro secco,NO,NO,34.5,5.5,NO
167,Febbraio,D2,Spuntino notturno,Crackers con sardine,190.0,sardine · crackers classici,NO,NO,14.3,0.6,SI
167,Febbraio,D2,Spuntino notturno,Yogurt con frutti di bosco e nocciole,238.7,"yogurt bianco naturale · frutti di bosco, anche surgelati · nocciole",NO,NO,9.2,6.5,NO
167,Febbraio,D2,Mini-pasto pre-sonno,Crackers con tonno al naturale,177.1,tonno al naturale sgocciolato · crackers classici,NO,NO,17.9,0.8,SI
168,Febbraio,D3,Brunch,Brunch: Couscous marocchino delicato con tacchino e finocchi,525.9,finocchi · kiwi · petto di tacchino,NO,NO,38.6,12.1,NO
168,Febbraio,D3,Spuntino,Kefir con banana e pistacchi,243.5,kefir naturale · banana · pistacchi non salati,NO,NO,9.5,3.6,NO
168,Febbraio,D3,Cena,"Brunch completo con couscous, pollo e carote",692.6,petto di pollo · carote · couscous di semola secco,NO,NO,47.9,7.2,NO
169,Febbraio,D4,Colazione,Kefir con fette classiche e confettura,358.6,kefir naturale · mela · fette biscottate classiche,NO,NO,10.9,4.3,NO
169,Febbraio,D4,Spuntino,Latte e gallette di riso,161.7,latte parzialmente scremato · gallette di riso,NO,NO,8.0,0.7,NO
169,Febbraio,D4,Pranzo,Pasta e cannellini con carciofi,428.9,carciofi · cannellini cotti e sgocciolati · pasta secca,NO,NO,17.6,11.6,NO
169,Febbraio,D4,Spuntino,Pane di segale con sgombro e radicchio,206.9,radicchio · sgombro · pane di segale,NO,NO,13.3,2.6,SI
169,Febbraio,D4,Cena,Manzo magro con pane bianco e cavolfiore,461.7,cavolfiore · manzo magro · pane integrale,NO,NO,36.5,8.2,NO
170,Febbraio,D5,Colazione,Colazione leggera con latte e fette classiche,275.9,latte parzialmente scremato · arancia · fette biscottate classiche,NO,NO,10.2,3.7,NO
170,Febbraio,D5,Spuntino,Frutta in porzione piccola,89.0,banana,NO,NO,1.1,2.6,NO
170,Febbraio,D5,Pranzo,Riso teriyaki delicato con tacchino e carciofi,454.3,carciofi · petto di tacchino · radicchio,NO,NO,38.6,9.6,NO
170,Febbraio,D5,Spuntino,Kefir piccolo,66.0,kefir naturale,NO,NO,4.2,0.0,NO
170,Febbraio,D5,Cena,Pollo con patate e spinaci,754.9,patate · spinaci · petto di pollo,NO,NO,50.4,12.3,NO
171,Febbraio,D1,Colazione,Yogurt con avena e mela,305.6,yogurt bianco naturale · mela · fiocchi d'avena,NO,NO,13.1,6.6,NO
171,Febbraio,D1,Spuntino,Gallette di riso con burro di arachidi e banana,281.4,banana · gallette di riso · burro di arachidi 100%,NO,NO,7.3,4.2,NO
171,Febbraio,D1,Pranzo,Orata con patate e bietole,450.2,patate · bietole · orata,NO,NO,40.8,7.7,NO
171,Febbraio,D1,Spuntino,Mini panino con tacchino a fette,140.0,fesa di tacchino a fette · pane bianco comune,NO,NO,12.0,0.9,NO
171,Febbraio,D1,Cena,Riso jasmine con lupini e carote,442.2,carote · lupini scolati · riso jasmine secco,NO,NO,17.2,7.1,NO
172,Febbraio,D2,Colazione,"Pane di segale, burro di arachidi e pera",305.3,pera · pane di segale · burro di arachidi 100%,NO,NO,9.6,7.4,NO
172,Febbraio,D2,Pranzo,Pasta con nasello e zucca,447.8,zucca · nasello · pasta secca,NO,NO,31.4,3.0,NO
172,Febbraio,D2,Pasto preturno,"Piadina con prosciutto cotto, robiola e carciofi",406.2,carciofi · prosciutto cotto sgrassato · piadina classica,NO,SI,25.1,6.5,NO
172,Febbraio,D2,Spuntino notturno,Crackers classici con hummus delicato,210.2,pera · hummus semplice senza spezie piccanti · crackers classici,NO,NO,4.5,6.2,NO
172,Febbraio,D2,Spuntino notturno,Frutta e nocciole,123.4,kiwi · nocciole,NO,NO,2.5,4.4,NO
172,Febbraio,D2,Mini-pasto pre-sonno,Pane integrale con hummus e spinaci,222.2,spinaci · hummus semplice senza spezie piccanti · pane integrale,NO,NO,10.7,8.0,NO
173,Febbraio,D3,Brunch,Pasta e lenticchie con carote,427.5,carote · lenticchie cotte e sgocciolate · pasta secca,NO,NO,16.0,11.3,NO
173,Febbraio,D3,Spuntino,Crackers integrali con hummus e carote,282.8,carote · hummus semplice senza spezie piccanti · crackers integrali,NO,NO,8.7,8.2,NO
173,Febbraio,D3,Cena,"Brunch completo con pane integrale, salmone e radicchio",733.8,salmone · pane integrale · radicchio,NO,NO,44.3,10.2,NO
174,Febbraio,D4,Colazione,"Pane di segale, robiola e pera",281.9,pompelmo · pane di segale · robiola,NO,SI,7.6,4.4,NO
174,Febbraio,D4,Spuntino,Latte e frutta,151.7,latte parzialmente scremato · mandarini o clementine,NO,NO,7.0,2.3,NO
174,Febbraio,D4,Pranzo,Salmone con polenta e carciofi,551.1,carciofi · salmone · albume,SI,NO,39.3,9.7,NO
174,Febbraio,D4,Spuntino,Kefir e frutta,150.1,kefir naturale · mela,NO,NO,5.6,3.1,NO
174,Febbraio,D4,Cena,Riso teriyaki delicato con tacchino e spinaci,420.3,spinaci · petto di tacchino · cavolfiore,NO,NO,38.5,5.8,NO
175,Febbraio,D5,Colazione,"Yogurt bianco, corn flakes e banana",337.4,yogurt bianco naturale · banana · fiocchi di mais semplici,NO,NO,10.6,4.3,NO
175,Febbraio,D5,Spuntino,Mandarini e pistacchi,146.9,mandarini o clementine · pistacchi non salati,NO,NO,3.6,3.9,SI
175,Febbraio,D5,Pranzo,Salmone nordico con patate e cavolfiore,477.4,patate · cavolfiore · salmone,NO,NO,32.0,7.0,NO
175,Febbraio,D5,Spuntino,Mini panino con tacchino e spinaci,177.3,spinaci · pane bianco comune · fesa di tacchino a fette,NO,NO,13.9,2.8,NO
175,Febbraio,D5,Cena,Manzo magro con polenta e carote,477.7,carote · manzo magro · farina di mais per polenta,NO,NO,31.6,6.6,NO
176,Febbraio,D1,Colazione,Fette biscottate con robiola e miele,434.7,latte parzialmente scremato · mandarini o clementine · fette biscottate classiche,NO,SI,13.2,3.5,NO
176,Febbraio,D1,Spuntino,Piccola porzione di lupini e frutta,120.6,arancia · lupini scolati,NO,NO,9.0,4.5,NO
176,Febbraio,D1,Pranzo,Couscous marocchino delicato con tacchino e finocchi,429.0,finocchi · petto di tacchino · cavolfiore,NO,NO,37.9,11.4,NO
176,Febbraio,D1,Spuntino,Kefir e fette classiche,161.8,kefir naturale · fette biscottate classiche,NO,NO,7.4,0.5,NO
176,Febbraio,D1,Cena,Pasta e ceci con broccoli,473.5,broccoli · ceci cotti e sgocciolati · pasta secca,NO,NO,19.4,11.9,NO
177,Febbraio,D2,Colazione,Porridge piccolo con frutta cotta,302.5,latte parzialmente scremato · mandarini o clementine · fiocchi d'avena,NO,NO,13.1,5.6,NO
177,Febbraio,D2,Pranzo,Kofte di tacchino delicati con riso e spinaci,431.5,spinaci · petto di tacchino · riso basmati secco,NO,NO,42.3,4.6,NO
177,Febbraio,D2,Pasto preturno,Pane integrale con pollo e zucca arrosto,432.2,zucca · petto di pollo · pane integrale,NO,NO,32.8,6.7,NO
177,Febbraio,D2,Spuntino notturno,Latte e gallette di riso,161.7,latte parzialmente scremato · gallette di riso,NO,NO,8.0,0.7,NO
177,Febbraio,D2,Spuntino notturno,Mini panino bianco con bresaola,138.1,pane bianco comune · bresaola,NO,NO,12.6,0.9,NO
177,Febbraio,D2,Mini-pasto pre-sonno,Kefir con banana e pistacchi,243.5,kefir naturale · banana · pistacchi non salati,NO,NO,9.5,3.6,NO
178,Febbraio,D3,Brunch,Riso basmati con ceci e carote,490.1,carote · ceci cotti e sgocciolati · riso basmati secco,NO,NO,13.8,11.5,NO
178,Febbraio,D3,Spuntino,Yogurt bianco e banana,158.8,yogurt bianco naturale · banana,NO,NO,6.0,2.3,NO
178,Febbraio,D3,Cena,"Cena completa con polenta, coniglio e barbabietola",770.6,coniglio disossato · barbabietola · farina di mais per polenta,NO,NO,42.7,8.1,SI
179,Febbraio,D4,Colazione,Kefir con fette classiche e confettura,365.1,kefir naturale · pera · fette biscottate classiche,NO,NO,11.1,5.2,NO
179,Febbraio,D4,Spuntino,Fette integrali con burro di arachidi e confettura,284.1,fette biscottate integrali · confettura di frutta · burro di arachidi 100%,NO,NO,7.9,3.6,NO
179,Febbraio,D4,Pranzo,Filetto di maiale con polenta e zucca,438.9,zucca · filetto di maiale · farina di mais per polenta,NO,NO,34.0,2.5,NO
179,Febbraio,D4,Spuntino,Frutta in porzione piccola,61.0,kiwi,NO,NO,1.1,3.0,NO
179,Febbraio,D4,Cena,Pasta con pollo e broccoli,470.0,broccoli · petto di pollo · pasta secca,NO,NO,36.0,6.0,NO
180,Febbraio,D5,Colazione,"Pane di segale, burro di arachidi e pera",305.3,pera · pane di segale · burro di arachidi 100%,NO,NO,9.6,7.4,NO
180,Febbraio,D5,Spuntino,Frutta e mandorle,100.9,pompelmo · mandorle,NO,NO,2.7,3.1,SI
180,Febbraio,D5,Pranzo,Pasta e ceci con zucca,464.1,zucca · ceci cotti e sgocciolati · pasta secca,NO,NO,16.8,8.8,NO
180,Febbraio,D5,Spuntino,Frutta e nocciole,104.8,pompelmo · nocciole,NO,NO,2.2,2.9,NO
180,Febbraio,D5,Cena,"Brunch completo con couscous, salmone e zucca",721.8,zucca · salmone · couscous di semola secco,NO,NO,38.3,3.5,NO
